match_date,tour,tournament,surface,round,winner_name,loser_name
2024-02-17,ATP,Tourney_3,Clay,R16,ATP_Player_4,ATP_Player_19
2024-02-20,ATP,Tourney_4,Clay,F,ATP_Player_19,ATP_Player_9
2024-02-23,ATP,Tourney_8,Grass,F,ATP_Player_10,ATP_Player_13
2024-02-26,WTA,Tourney_7,Clay,F,WTA_Player_8,WTA_Player_1
2024-02-29,WTA,Tourney_1,Clay,QF,WTA_Player_9,WTA_Player_18
2024-03-03,ATP,Tourney_3,Clay,SF,ATP_Player_10,ATP_Player_6
2024-03-06,WTA,Tourney_5,Clay,R32,WTA_Player_13,WTA_Player_15
2024-03-09,ATP,Tourney_5,Grass,F,ATP_Player_6,ATP_Player_10
2024-03-12,WTA,Tourney_8,Hard,R32,WTA_Player_13,WTA_Player_4
2024-03-15,ATP,Tourney_7,Grass,R16,ATP_Player_3,ATP_Player_6
2024-03-18,WTA,Tourney_4,Clay,QF,WTA_Player_18,WTA_Player_19
2024-03-21,ATP,Tourney_7,Clay,QF,ATP_Player_5,ATP_Player_1
2024-03-24,ATP,Tourney_2,Clay,R32,ATP_Player_16,ATP_Player_17
2024-03-27,ATP,Tourney_1,Clay,R32,ATP_Player_9,ATP_Player_14
2024-03-30,WTA,Tourney_4,Clay,R32,WTA_Player_1,WTA_Player_14
2024-04-02,WTA,Tourney_1,Grass,R16,WTA_Player_18,WTA_Player_1
2024-04-05,ATP,Tourney_2,Grass,QF,ATP_Player_12,ATP_Player_13
2024-04-08,ATP,Tourney_3,Grass,R16,ATP_Player_4,ATP_Player_3
2024-04-11,WTA,Tourney_5,Hard,F,WTA_Player_9,WTA_Player_7
2024-04-14,WTA,Tourney_7,Grass,R32,WTA_Player_14,WTA_Player_1
2024-04-17,ATP,Tourney_4,Clay,R16,ATP_Player_15,ATP_Player_16
2024-04-20,WTA,Tourney_5,Grass,QF,WTA_Player_16,WTA_Player_9
2024-04-23,WTA,Tourney_2,Grass,SF,WTA_Player_15,WTA_Player_2
2024-04-26,ATP,Tourney_8,Grass,F,ATP_Player_7,ATP_Player_14
2024-04-29,ATP,Tourney_8,Clay,F,ATP_Player_14,ATP_Player_12
2024-05-02,ATP,Tourney_1,Hard,QF,ATP_Player_15,ATP_Player_9
2024-05-05,WTA,Tourney_8,Hard,F,WTA_Player_4,WTA_Player_9
2024-05-08,WTA,Tourney_1,Hard,SF,WTA_Player_18,WTA_Player_3
2024-05-11,ATP,Tourney_4,Hard,F,ATP_Player_9,ATP_Player_10
2024-05-14,WTA,Tourney_4,Grass,R32,WTA_Player_15,WTA_Player_12
2024-05-17,WTA,Tourney_1,Hard,F,WTA_Player_12,WTA_Player_15
2024-05-20,ATP,Tourney_8,Grass,R16,ATP_Player_10,ATP_Player_6
2024-05-23,ATP,Tourney_6,Hard,R32,ATP_Player_4,ATP_Player_11
2024-05-26,WTA,Tourney_7,Clay,R16,WTA_Player_17,WTA_Player_3
2024-05-29,ATP,Tourney_7,Hard,QF,ATP_Player_15,ATP_Player_12
2024-06-01,WTA,Tourney_8,Clay,QF,WTA_Player_14,WTA_Player_9
2024-06-04,ATP,Tourney_2,Clay,R16,ATP_Player_16,ATP_Player_3
2024-06-07,ATP,Tourney_1,Clay,R32,ATP_Player_11,ATP_Player_16
2024-06-10,WTA,Tourney_5,Grass,QF,WTA_Player_17,WTA_Player_11
2024-06-13,ATP,Tourney_1,Hard,R32,ATP_Player_2,ATP_Player_5
2024-06-16,ATP,Tourney_5,Clay,R16,ATP_Player_15,ATP_Player_17
2024-06-19,ATP,Tourney_4,Clay,QF,ATP_Player_8,ATP_Player_12
2024-06-22,WTA,Tourney_4,Hard,QF,WTA_Player_2,WTA_Player_19
2024-06-25,ATP,Tourney_2,Clay,QF,ATP_Player_18,ATP_Player_5
2024-06-28,WTA,Tourney_5,Grass,R32,WTA_Player_10,WTA_Player_7
2024-07-01,WTA,Tourney_1,Grass,R32,WTA_Player_11,WTA_Player_15
2024-07-04,ATP,Tourney_4,Clay,F,ATP_Player_19,ATP_Player_8
2024-07-07,ATP,Tourney_2,Clay,QF,ATP_Player_1,ATP_Player_9
2024-07-10,WTA,Tourney_1,Grass,R32,WTA_Player_4,WTA_Player_15
2024-07-13,ATP,Tourney_3,Clay,SF,ATP_Player_7,ATP_Player_11
2024-07-16,ATP,Tourney_8,Hard,SF,ATP_Player_4,ATP_Player_15
2024-07-19,ATP,Tourney_3,Hard,F,ATP_Player_1,ATP_Player_11
2024-07-22,ATP,Tourney_7,Grass,F,ATP_Player_8,ATP_Player_6
2024-07-25,WTA,Tourney_5,Grass,R32,WTA_Player_17,WTA_Player_19
2024-07-28,ATP,Tourney_3,Clay,QF,ATP_Player_17,ATP_Player_19
2024-07-31,WTA,Tourney_6,Clay,QF,WTA_Player_13,WTA_Player_12
2024-08-03,WTA,Tourney_7,Grass,QF,WTA_Player_10,WTA_Player_3
2024-08-06,WTA,Tourney_3,Hard,F,WTA_Player_2,WTA_Player_8
2024-08-09,ATP,Tourney_5,Grass,QF,ATP_Player_11,ATP_Player_7
2024-08-12,ATP,Tourney_3,Clay,QF,ATP_Player_2,ATP_Player_13
2024-08-15,ATP,Tourney_1,Grass,F,ATP_Player_2,ATP_Player_5
2024-08-18,ATP,Tourney_5,Hard,SF,ATP_Player_12,ATP_Player_20
2024-08-21,WTA,Tourney_3,Hard,F,WTA_Player_13,WTA_Player_16
2024-08-24,WTA,Tourney_5,Grass,SF,WTA_Player_3,WTA_Player_13
2024-08-27,WTA,Tourney_1,Hard,QF,WTA_Player_13,WTA_Player_2
2024-08-30,WTA,Tourney_3,Grass,SF,WTA_Player_9,WTA_Player_19
2024-09-02,WTA,Tourney_6,Clay,R32,WTA_Player_5,WTA_Player_6
2024-09-05,WTA,Tourney_8,Grass,QF,WTA_Player_9,WTA_Player_14
2024-09-08,WTA,Tourney_1,Grass,R32,WTA_Player_10,WTA_Player_17
2024-09-11,WTA,Tourney_3,Grass,SF,WTA_Player_14,WTA_Player_5
2024-09-14,ATP,Tourney_7,Clay,QF,ATP_Player_19,ATP_Player_16
2024-09-17,ATP,Tourney_3,Hard,F,ATP_Player_18,ATP_Player_19
2024-09-20,ATP,Tourney_4,Grass,SF,ATP_Player_16,ATP_Player_8
2024-09-23,WTA,Tourney_4,Clay,QF,WTA_Player_20,WTA_Player_17
2024-09-26,ATP,Tourney_3,Clay,SF,ATP_Player_6,ATP_Player_8
2024-09-29,WTA,Tourney_1,Grass,R32,WTA_Player_14,WTA_Player_13
2024-10-02,WTA,Tourney_6,Hard,QF,WTA_Player_18,WTA_Player_16
2024-10-05,ATP,Tourney_1,Grass,SF,ATP_Player_7,ATP_Player_16
2024-10-08,WTA,Tourney_5,Clay,QF,WTA_Player_16,WTA_Player_3
2024-10-11,ATP,Tourney_2,Hard,QF,ATP_Player_17,ATP_Player_5
2024-10-14,ATP,Tourney_7,Grass,SF,ATP_Player_3,ATP_Player_1
2024-10-17,WTA,Tourney_8,Clay,F,WTA_Player_5,WTA_Player_8
2024-10-20,ATP,Tourney_2,Clay,F,ATP_Player_5,ATP_Player_6
2024-10-23,WTA,Tourney_8,Clay,SF,WTA_Player_5,WTA_Player_2
2024-10-26,WTA,Tourney_3,Grass,SF,WTA_Player_5,WTA_Player_6
2024-10-29,ATP,Tourney_8,Grass,R16,ATP_Player_14,ATP_Player_8
2024-11-01,WTA,Tourney_3,Grass,R32,WTA_Player_3,WTA_Player_16
2024-11-04,ATP,Tourney_1,Clay,SF,ATP_Player_4,ATP_Player_5
2024-11-07,WTA,Tourney_4,Grass,QF,WTA_Player_12,WTA_Player_15
2024-11-10,WTA,Tourney_1,Grass,F,WTA_Player_10,WTA_Player_14
2024-11-13,ATP,Tourney_2,Grass,R16,ATP_Player_15,ATP_Player_18
2024-11-16,WTA,Tourney_3,Clay,R16,WTA_Player_20,WTA_Player_3
2024-11-19,ATP,Tourney_8,Hard,F,ATP_Player_20,ATP_Player_6
2024-11-22,ATP,Tourney_3,Grass,R16,ATP_Player_18,ATP_Player_1
2024-11-25,WTA,Tourney_7,Hard,R32,WTA_Player_3,WTA_Player_10
2024-11-28,ATP,Tourney_3,Hard,SF,ATP_Player_10,ATP_Player_19
2024-12-01,WTA,Tourney_4,Hard,R32,WTA_Player_7,WTA_Player_6
2024-12-04,WTA,Tourney_1,Clay,R16,WTA_Player_13,WTA_Player_12
2024-12-07,WTA,Tourney_7,Hard,SF,WTA_Player_5,WTA_Player_19
2024-12-10,ATP,Tourney_8,Clay,R32,ATP_Player_11,ATP_Player_8
2024-12-13,WTA,Tourney_4,Grass,R32,WTA_Player_14,WTA_Player_3
2024-12-16,WTA,Tourney_2,Clay,SF,WTA_Player_3,WTA_Player_11
2024-12-19,ATP,Tourney_6,Grass,SF,ATP_Player_16,ATP_Player_7
2024-12-22,WTA,Tourney_8,Clay,R16,WTA_Player_20,WTA_Player_19
2024-12-25,WTA,Tourney_2,Clay,QF,WTA_Player_5,WTA_Player_9
2024-12-28,ATP,Tourney_3,Clay,R32,ATP_Player_19,ATP_Player_12
2024-12-31,ATP,Tourney_5,Grass,SF,ATP_Player_8,ATP_Player_17
2025-01-03,ATP,Tourney_4,Clay,QF,ATP_Player_1,ATP_Player_10
2025-01-06,WTA,Tourney_5,Grass,R32,WTA_Player_9,WTA_Player_3
2025-01-09,ATP,Tourney_2,Grass,SF,ATP_Player_4,ATP_Player_10
2025-01-12,ATP,Tourney_3,Grass,QF,ATP_Player_7,ATP_Player_12
2025-01-15,WTA,Tourney_6,Grass,QF,WTA_Player_6,WTA_Player_19
2025-01-18,WTA,Tourney_1,Grass,QF,WTA_Player_8,WTA_Player_19
2025-01-21,ATP,Tourney_5,Hard,F,ATP_Player_2,ATP_Player_14
2025-01-24,ATP,Tourney_4,Grass,R16,ATP_Player_16,ATP_Player_8
2025-01-27,WTA,Tourney_1,Grass,R16,WTA_Player_11,WTA_Player_7
2025-01-30,ATP,Tourney_5,Clay,R32,ATP_Player_1,ATP_Player_11
2025-02-02,WTA,Tourney_4,Hard,R16,WTA_Player_3,WTA_Player_6
2025-02-05,WTA,Tourney_1,Clay,R16,WTA_Player_14,WTA_Player_17
2025-02-08,WTA,Tourney_5,Clay,SF,WTA_Player_4,WTA_Player_9
2025-02-11,ATP,Tourney_1,Hard,R32,ATP_Player_20,ATP_Player_17
2025-02-14,WTA,Tourney_2,Hard,QF,WTA_Player_2,WTA_Player_6
2025-02-17,WTA,Tourney_7,Hard,QF,WTA_Player_19,WTA_Player_1
2025-02-20,ATP,Tourney_1,Grass,QF,ATP_Player_2,ATP_Player_10
2025-02-23,WTA,Tourney_4,Grass,F,WTA_Player_9,WTA_Player_13
2025-02-26,ATP,Tourney_8,Grass,R32,ATP_Player_2,ATP_Player_10
2025-03-01,ATP,Tourney_5,Hard,R16,ATP_Player_14,ATP_Player_5
2025-03-04,ATP,Tourney_6,Grass,F,ATP_Player_12,ATP_Player_4
2025-03-07,ATP,Tourney_7,Hard,QF,ATP_Player_6,ATP_Player_7
2025-03-10,WTA,Tourney_6,Grass,R16,WTA_Player_12,WTA_Player_20
2025-03-13,WTA,Tourney_8,Grass,SF,WTA_Player_11,WTA_Player_20
2025-03-16,WTA,Tourney_3,Grass,F,WTA_Player_7,WTA_Player_16
2025-03-19,ATP,Tourney_3,Clay,QF,ATP_Player_17,ATP_Player_12
2025-03-22,ATP,Tourney_5,Hard,QF,ATP_Player_4,ATP_Player_9
2025-03-25,WTA,Tourney_8,Clay,R32,WTA_Player_20,WTA_Player_5
2025-03-28,ATP,Tourney_6,Clay,R32,ATP_Player_17,ATP_Player_16
2025-03-31,ATP,Tourney_2,Clay,QF,ATP_Player_18,ATP_Player_1
2025-04-03,WTA,Tourney_3,Hard,F,WTA_Player_16,WTA_Player_20
2025-04-06,ATP,Tourney_1,Grass,F,ATP_Player_17,ATP_Player_8
2025-04-09,WTA,Tourney_6,Clay,QF,WTA_Player_2,WTA_Player_18
2025-04-12,ATP,Tourney_6,Hard,F,ATP_Player_8,ATP_Player_6
2025-04-15,WTA,Tourney_4,Clay,SF,WTA_Player_3,WTA_Player_16
2025-04-18,ATP,Tourney_3,Hard,QF,ATP_Player_6,ATP_Player_5
2025-04-21,ATP,Tourney_5,Clay,F,ATP_Player_2,ATP_Player_9
2025-04-24,WTA,Tourney_1,Hard,QF,WTA_Player_19,WTA_Player_12
2025-04-27,WTA,Tourney_1,Hard,R32,WTA_Player_7,WTA_Player_11
2025-04-30,WTA,Tourney_3,Clay,R32,WTA_Player_17,WTA_Player_3
2025-05-03,WTA,Tourney_4,Clay,SF,WTA_Player_10,WTA_Player_3
2025-05-06,ATP,Tourney_2,Clay,SF,ATP_Player_17,ATP_Player_19
2025-05-09,WTA,Tourney_5,Clay,R32,WTA_Player_3,WTA_Player_8
2025-05-12,WTA,Tourney_4,Grass,SF,WTA_Player_9,WTA_Player_5
2025-05-15,ATP,Tourney_8,Grass,R16,ATP_Player_10,ATP_Player_13
2025-05-18,ATP,Tourney_1,Clay,R16,ATP_Player_6,ATP_Player_9
2025-05-21,ATP,Tourney_5,Hard,QF,ATP_Player_1,ATP_Player_4
2025-05-24,ATP,Tourney_8,Hard,R16,ATP_Player_3,ATP_Player_14
2025-05-27,ATP,Tourney_1,Grass,R16,ATP_Player_19,ATP_Player_3
2025-05-30,WTA,Tourney_2,Hard,R32,WTA_Player_7,WTA_Player_19
2025-06-02,ATP,Tourney_6,Clay,R16,ATP_Player_19,ATP_Player_18
2025-06-05,ATP,Tourney_2,Clay,SF,ATP_Player_13,ATP_Player_17
2025-06-08,ATP,Tourney_7,Grass,R16,ATP_Player_2,ATP_Player_12
2025-06-11,ATP,Tourney_3,Grass,SF,ATP_Player_12,ATP_Player_19
2025-06-14,WTA,Tourney_5,Clay,QF,WTA_Player_13,WTA_Player_6
2025-06-17,WTA,Tourney_1,Grass,QF,WTA_Player_8,WTA_Player_20
2025-06-20,ATP,Tourney_1,Grass,QF,ATP_Player_3,ATP_Player_20
2025-06-23,ATP,Tourney_6,Hard,SF,ATP_Player_10,ATP_Player_7
2025-06-26,WTA,Tourney_1,Grass,QF,WTA_Player_3,WTA_Player_11
2025-06-29,ATP,Tourney_7,Hard,QF,ATP_Player_4,ATP_Player_10
2025-07-02,ATP,Tourney_8,Clay,R16,ATP_Player_10,ATP_Player_20
2025-07-05,WTA,Tourney_1,Hard,R16,WTA_Player_10,WTA_Player_4
2025-07-08,ATP,Tourney_1,Clay,SF,ATP_Player_19,ATP_Player_14
2025-07-11,ATP,Tourney_7,Clay,R16,ATP_Player_1,ATP_Player_20
2025-07-14,WTA,Tourney_1,Hard,QF,WTA_Player_2,WTA_Player_8
2025-07-17,WTA,Tourney_2,Hard,F,WTA_Player_5,WTA_Player_12
2025-07-20,ATP,Tourney_7,Clay,R16,ATP_Player_15,ATP_Player_3
2025-07-23,ATP,Tourney_4,Clay,QF,ATP_Player_14,ATP_Player_19
2025-07-26,WTA,Tourney_6,Hard,R16,WTA_Player_16,WTA_Player_9
2025-07-29,WTA,Tourney_5,Hard,F,WTA_Player_5,WTA_Player_17
2025-08-01,WTA,Tourney_6,Clay,QF,WTA_Player_3,WTA_Player_19
2025-08-04,ATP,Tourney_7,Clay,QF,ATP_Player_15,ATP_Player_20
2025-08-07,ATP,Tourney_3,Hard,R16,ATP_Player_4,ATP_Player_17
2025-08-10,WTA,Tourney_1,Clay,SF,WTA_Player_17,WTA_Player_15
2025-08-13,ATP,Tourney_5,Grass,QF,ATP_Player_6,ATP_Player_8
2025-08-16,ATP,Tourney_5,Hard,F,ATP_Player_15,ATP_Player_2
2025-08-19,WTA,Tourney_2,Clay,R32,WTA_Player_5,WTA_Player_20
2025-08-22,WTA,Tourney_6,Grass,QF,WTA_Player_7,WTA_Player_19
2025-08-25,ATP,Tourney_1,Grass,F,ATP_Player_8,ATP_Player_20
2025-08-28,ATP,Tourney_1,Clay,R32,ATP_Player_7,ATP_Player_4
2025-08-31,WTA,Tourney_4,Hard,R32,WTA_Player_5,WTA_Player_7
2025-09-03,WTA,Tourney_1,Hard,F,WTA_Player_11,WTA_Player_3
2025-09-06,ATP,Tourney_7,Grass,F,ATP_Player_5,ATP_Player_10
2025-09-09,ATP,Tourney_7,Clay,R16,ATP_Player_5,ATP_Player_8
2025-09-12,ATP,Tourney_6,Hard,SF,ATP_Player_20,ATP_Player_8
2025-09-15,WTA,Tourney_7,Grass,R32,WTA_Player_9,WTA_Player_16
2025-09-18,WTA,Tourney_1,Hard,R16,WTA_Player_19,WTA_Player_8
2025-09-21,WTA,Tourney_4,Hard,R32,WTA_Player_15,WTA_Player_11
2025-09-24,ATP,Tourney_2,Clay,SF,ATP_Player_7,ATP_Player_8
2025-09-27,ATP,Tourney_8,Hard,QF,ATP_Player_6,ATP_Player_12
2025-09-30,WTA,Tourney_5,Hard,R32,WTA_Player_3,WTA_Player_17
2025-10-03,ATP,Tourney_6,Hard,QF,ATP_Player_5,ATP_Player_8
2025-10-06,WTA,Tourney_8,Grass,QF,WTA_Player_2,WTA_Player_11
2025-10-09,WTA,Tourney_8,Hard,R32,WTA_Player_10,WTA_Player_9
2025-10-12,ATP,Tourney_5,Clay,SF,ATP_Player_19,ATP_Player_8
2025-10-15,ATP,Tourney_5,Clay,F,ATP_Player_7,ATP_Player_6
2025-10-18,WTA,Tourney_6,Hard,F,WTA_Player_11,WTA_Player_6
2025-10-21,ATP,Tourney_4,Clay,QF,ATP_Player_17,ATP_Player_8
2025-10-24,WTA,Tourney_3,Hard,QF,WTA_Player_12,WTA_Player_13
2025-10-27,ATP,Tourney_5,Clay,R16,ATP_Player_5,ATP_Player_1
2025-10-30,ATP,Tourney_4,Clay,R16,ATP_Player_7,ATP_Player_10
2025-11-02,ATP,Tourney_6,Grass,F,ATP_Player_15,ATP_Player_5
2025-11-05,ATP,Tourney_1,Hard,F,ATP_Player_7,ATP_Player_4
2025-11-08,ATP,Tourney_1,Grass,QF,ATP_Player_13,ATP_Player_18
2025-11-11,ATP,Tourney_6,Grass,SF,ATP_Player_14,ATP_Player_8
2025-11-14,WTA,Tourney_6,Clay,R16,WTA_Player_7,WTA_Player_13
2025-11-17,ATP,Tourney_1,Hard,SF,ATP_Player_20,ATP_Player_9
2025-11-20,ATP,Tourney_1,Grass,R16,ATP_Player_16,ATP_Player_14
2025-11-23,ATP,Tourney_8,Hard,R32,ATP_Player_13,ATP_Player_12
2025-11-26,WTA,Tourney_2,Clay,SF,WTA_Player_2,WTA_Player_14
2025-11-29,ATP,Tourney_5,Clay,SF,ATP_Player_6,ATP_Player_3
2025-12-02,WTA,Tourney_1,Hard,SF,WTA_Player_16,WTA_Player_18
2025-12-05,ATP,Tourney_4,Grass,R16,ATP_Player_8,ATP_Player_13
2025-12-08,ATP,Tourney_7,Clay,F,ATP_Player_5,ATP_Player_19
2025-12-11,ATP,Tourney_2,Clay,R16,ATP_Player_8,ATP_Player_2
2025-12-14,WTA,Tourney_5,Grass,R32,WTA_Player_12,WTA_Player_20
2025-12-17,ATP,Tourney_5,Hard,QF,ATP_Player_19,ATP_Player_7
2025-12-20,WTA,Tourney_2,Clay,QF,WTA_Player_7,WTA_Player_4
2025-12-23,WTA,Tourney_6,Clay,QF,WTA_Player_15,WTA_Player_18
2025-12-26,WTA,Tourney_2,Clay,QF,WTA_Player_9,WTA_Player_8
2025-12-29,ATP,Tourney_8,Hard,R16,ATP_Player_15,ATP_Player_7
2026-01-01,WTA,Tourney_5,Grass,SF,WTA_Player_1,WTA_Player_15
2026-01-04,ATP,Tourney_1,Clay,F,ATP_Player_10,ATP_Player_6
2026-01-07,ATP,Tourney_2,Grass,QF,ATP_Player_20,ATP_Player_16
2026-01-10,ATP,Tourney_4,Hard,F,ATP_Player_16,ATP_Player_3
2026-01-13,ATP,Tourney_2,Hard,R32,ATP_Player_16,ATP_Player_5
2026-01-16,ATP,Tourney_3,Hard,R16,ATP_Player_12,ATP_Player_16
2026-01-19,ATP,Tourney_4,Hard,F,ATP_Player_12,ATP_Player_17
2026-01-22,WTA,Tourney_1,Clay,R16,WTA_Player_20,WTA_Player_11
2026-01-25,ATP,Tourney_8,Grass,SF,ATP_Player_20,ATP_Player_6
2026-01-28,ATP,Tourney_3,Grass,F,ATP_Player_13,ATP_Player_12
2026-01-31,ATP,Tourney_8,Grass,R16,ATP_Player_2,ATP_Player_3
2026-02-03,ATP,Tourney_3,Grass,SF,ATP_Player_4,ATP_Player_19
2026-02-06,ATP,Tourney_6,Hard,R16,ATP_Player_11,ATP_Player_3
2026-02-09,WTA,Tourney_4,Hard,R32,WTA_Player_12,WTA_Player_4
2026-02-12,ATP,Tourney_1,Hard,SF,ATP_Player_12,ATP_Player_4
2026-02-15,WTA,Tourney_4,Clay,F,WTA_Player_10,WTA_Player_6
2026-02-18,WTA,Tourney_8,Hard,QF,WTA_Player_1,WTA_Player_14
2026-02-21,WTA,Tourney_6,Hard,F,WTA_Player_5,WTA_Player_7
2026-02-24,WTA,Tourney_2,Clay,F,WTA_Player_11,WTA_Player_1
2026-02-27,ATP,Tourney_1,Grass,QF,ATP_Player_19,ATP_Player_17
2026-03-02,WTA,Tourney_6,Clay,F,WTA_Player_6,WTA_Player_8
2026-03-05,ATP,Tourney_2,Hard,R16,ATP_Player_19,ATP_Player_3
2026-03-08,WTA,Tourney_4,Grass,QF,WTA_Player_19,WTA_Player_7
2026-03-11,WTA,Tourney_3,Hard,R16,WTA_Player_10,WTA_Player_5
2026-03-14,ATP,Tourney_8,Clay,F,ATP_Player_11,ATP_Player_17
2026-03-17,ATP,Tourney_4,Grass,R16,ATP_Player_18,ATP_Player_8
2026-03-20,WTA,Tourney_1,Hard,F,WTA_Player_6,WTA_Player_4
2026-03-23,WTA,Tourney_7,Hard,R16,WTA_Player_7,WTA_Player_2
2026-03-26,WTA,Tourney_1,Clay,SF,WTA_Player_8,WTA_Player_20
2026-03-29,WTA,Tourney_4,Grass,R16,WTA_Player_19,WTA_Player_2
2026-04-01,WTA,Tourney_7,Hard,F,WTA_Player_10,WTA_Player_9
2026-04-04,ATP,Tourney_5,Grass,QF,ATP_Player_12,ATP_Player_2
2026-04-07,ATP,Tourney_8,Grass,QF,ATP_Player_11,ATP_Player_14
